"NO_MUNICIPIO","IN_ALMOXARIFADO","IN_AREA_VERDE","IN_BANHEIRO_EI","IN_BANHEIRO_PNE","IN_BANHEIRO_FUNCIONARIOS","IN_BANHEIRO_CHUVEIRO","IN_BIBLIOTECA","IN_BIBLIOTECA_SALA_LEITURA","IN_DESPENSA","IN_LABORATORIO_INFORMATICA","IN_PATIO_COBERTO","IN_PATIO_DESCOBERTO","IN_PARQUE_INFANTIL","IN_QUADRA_ESPORTES","IN_QUADRA_ESPORTES_COBERTA","IN_QUADRA_ESPORTES_DESCOBERTA","IN_REFEITORIO","IN_SALA_ATELIE_ARTES","IN_SALA_MULTIUSO","IN_SALA_DIRETORIA","IN_SALA_LEITURA","IN_SALA_PROFESSOR","IN_SECRETARIA","IN_SALA_ATENDIMENTO_ESPECIAL","IN_ACESSIBILIDADE_CORRIMAO","IN_ACESSIBILIDADE_PISOS_TATEIS","IN_ACESSIBILIDADE_VAO_LIVRE","IN_ACESSIBILIDADE_RAMPAS","IN_ACESSIBILIDADE_INEXISTENTE","IN_EQUIP_PARABOLICA","IN_EQUIP_COPIADORA","IN_EQUIP_IMPRESSORA","IN_EQUIP_IMPRESSORA_MULT","IN_EQUIP_SCANNER","IN_EQUIP_DVD","QT_EQUIP_DVD","IN_EQUIP_SOM","QT_EQUIP_SOM","IN_EQUIP_TV","QT_EQUIP_TV","IN_EQUIP_LOUSA_DIGITAL","QT_EQUIP_LOUSA_DIGITAL","IN_EQUIP_MULTIMIDIA","QT_EQUIP_MULTIMIDIA","IN_DESKTOP_ALUNO","QT_DESKTOP_ALUNO","IN_COMP_PORTATIL_ALUNO","QT_COMP_PORTATIL_ALUNO","IN_TABLET_ALUNO","IN_INTERNET","IN_INTERNET_ALUNOS","IN_INTERNET_ADMINISTRATIVO","IN_INTERNET_APRENDIZAGEM","IN_ACESSO_INTERNET_COMPUTADOR","IN_PROF_ADMINISTRATIVOS","QT_PROF_ADMINISTRATIVOS","IN_PROF_SERVICOS_GERAIS","QT_PROF_SERVICOS_GERAIS","IN_PROF_BIBLIOTECARIO","QT_PROF_BIBLIOTECARIO","IN_PROF_COORDENADOR","QT_PROF_COORDENADOR","IN_PROF_NUTRICIONISTA","QT_PROF_NUTRICIONISTA","IN_PROF_ALIMENTACAO","QT_PROF_ALIMENTACAO","IN_PROF_PEDAGOGIA","QT_PROF_PEDAGOGIA","IN_PROF_SECRETARIO","QT_PROF_SECRETARIO","IN_PROF_SEGURANCA","QT_PROF_SEGURANCA","IN_PROF_MONITORES","QT_PROF_MONITORES","IN_MATERIAL_PED_MULTIMIDIA","IN_MATERIAL_PED_INFANTIL","IN_MATERIAL_PED_CIENTIFICO","IN_MATERIAL_PED_DIFUSAO","IN_MATERIAL_PED_MUSICAL","IN_MATERIAL_PED_JOGOS","IN_MATERIAL_PED_ARTISTICAS","IN_MATERIAL_PED_DESPORTIVA","IN_MATERIAL_PED_INDIGENA","IN_MATERIAL_PED_ETNICO","IN_MATERIAL_PED_CAMPO","IN_REDES_SOCIAIS","IN_ESPACO_ATIVIDADE","IN_ESPACO_EQUIPAMENTO","IN_ORGAO_ASS_PAIS","IN_ORGAO_ASS_PAIS_MESTRES","IN_ORGAO_CONSELHO_ESCOLAR","IN_ORGAO_GREMIO_ESTUDANTIL","IN_ORGAO_OUTROS","TP_AEE","TP_ATIVIDADE_COMPLEMENTAR","IN_NOTURNO","IN_EJA","QT_MAT_BAS","QT_MAT_EJA","QT_MAT_BAS_FEM","QT_MAT_BAS_MASC","QT_MAT_BAS_ND","QT_MAT_BAS_BRANCA","QT_MAT_BAS_PRETA","QT_MAT_BAS_PARDA","QT_MAT_BAS_AMARELA","QT_MAT_BAS_INDIGENA","QT_MAT_BAS_0_3","QT_MAT_BAS_4_5","QT_MAT_BAS_6_10","QT_MAT_BAS_11_14","QT_MAT_BAS_15_17","QT_MAT_BAS_18_MAIS","QT_DOC_BAS","QT_TUR_BAS","ANO_LETIVO","Alunos_Turma"
"São Paulo",1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,3,1,10,1,1,0,0,1,6,0,0,1,29,1,1,0,1,1,0,1,3,0,0,1,3,1,3,1,2,1,6,1,5,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1706,400,861,845,373,442,60,823,6,2,0,0,586,672,187,261,23,53,319,32.18868
"São Paulo",1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,4,1,1,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,191,0,98,93,4,84,9,93,1,0,181,10,0,0,0,0,28,15,319,12.73333
"São Paulo",0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,2,1,6,1,2,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,552,0,271,281,236,114,8,192,0,2,0,504,48,0,0,0,11,16,319,34.5
"São Paulo",1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,4,1,5,1,2,0,0,1,7,1,1,1,19,0,1,1,1,1,1,0,0,1,4,0,0,0,0,0,0,1,6,1,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1429,239,673,756,453,392,43,537,3,1,0,0,608,544,133,144,40,47,319,30.40426
"São Paulo",1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,3,1,1,1,2,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,182,0,90,92,13,80,4,85,0,0,177,5,0,0,0,0,14,13,319,14
"São Paulo",0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,8,1,10,1,8,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,4,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,482,0,240,242,1,208,23,249,1,0,0,443,39,0,0,0,22,16,319,30.125
"São Paulo",1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,2,1,5,1,4,0,0,1,5,0,0,1,21,0,1,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,2,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,1,1,0,0,1,1,0,0,940,0,460,480,221,304,52,360,2,1,0,0,447,435,58,0,12,32,319,29.375
"São Paulo",1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,11,1,13,1,11,0,0,1,2,0,0,1,5,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,254,0,119,135,119,61,2,71,1,0,240,14,0,0,0,0,25,20,319,12.7
"São Paulo",1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,2,1,8,1,2,0,0,1,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,546,0,263,283,311,110,7,116,1,1,0,490,56,0,0,0,33,16,319,34.125
"São Paulo",1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,40,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,1,1,0,0,1111,0,559,552,488,327,27,267,1,1,0,0,570,499,42,0,25,36,319,30.86111
"São Paulo",1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,2,1,2,1,1,0,0,1,2,1,21,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,1,1,0,0,1123,0,538,585,96,498,48,469,6,6,0,0,484,599,39,1,15,37,319,30.35135
"São Paulo",0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,6,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,1,4,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,194,0,93,101,142,34,3,12,2,1,180,14,0,0,0,0,33,17,319,11.41176
"São Paulo",1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,3,1,88888,1,3,0,0,1,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,1,1,0,0,0,0,0,0,550,0,247,303,209,125,20,196,0,0,0,507,43,0,0,0,12,16,319,34.375
"São Paulo",1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,3,1,2,1,2,0,0,1,3,1,20,0,0,0,1,0,1,1,0,1,10,1,3,1,2,1,2,1,1,1,6,1,20,1,1,1,6,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,1,0,1,1,0,0,1,0,1,1,1290,263,646,644,609,394,32,248,2,5,0,0,495,486,90,219,7,44,319,29.31818
"São Paulo",1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,3,1,5,1,11,0,0,1,2,1,1,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,204,0,103,101,111,66,7,20,0,0,187,17,0,0,0,0,14,16,319,12.75
"São Paulo",1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,4,1,88888,1,2,0,0,1,1,1,2,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,0,0,0,0,288,0,145,143,143,117,5,23,0,0,0,266,22,0,0,0,15,10,319,28.8
"São Paulo",1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,3,1,2,1,5,0,0,1,4,1,23,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,1,1,0,0,927,0,438,489,314,417,15,178,0,3,0,0,514,385,28,0,12,31,319,29.90323
"São Paulo",0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,8,1,9,1,9,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,1,0,0,1,1,0,0,0,0,0,0,190,0,92,98,93,46,8,43,0,0,181,9,0,0,0,0,21,16,319,11.875
"São Paulo",1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,4,1,11,1,7,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,0,0,0,0,627,0,311,316,163,193,22,246,1,2,0,572,55,0,0,0,2,18,319,34.83333
"São Paulo",1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,2,1,1,0,0,1,1,1,20,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,1,1,0,0,980,0,494,486,349,312,35,282,1,1,0,0,501,448,31,0,5,36,319,27.22222
"São Paulo",1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,13,1,4,1,2,0,0,1,3,0,0,1,21,0,1,1,1,1,1,1,6,1,10,0,0,0,0,0,0,1,6,1,2,1,1,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,907,0,425,482,79,286,51,486,4,1,0,0,477,399,31,0,6,31,319,29.25806
"São Paulo",1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,10,1,1,1,10,0,0,1,2,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,5,1,11,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,271,0,141,130,106,97,8,60,0,0,255,16,0,0,0,0,23,23,319,11.78261
"São Paulo",1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,8,1,8,1,8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,3,0,0,0,0,1,1,1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,558,0,272,286,284,104,18,152,0,0,0,514,44,0,0,0,3,18,319,31
"São Paulo",1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,3,1,8,1,4,0,0,1,3,1,22,0,0,0,1,0,1,1,0,1,2,1,3,1,2,1,2,1,1,1,6,1,1,1,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,1,1,0,0,1,1,0,0,995,0,455,540,197,390,44,358,5,1,0,0,485,465,44,1,6,33,319,30.15152
"São Paulo",1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,3,1,21,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,0,0,0,0,829,0,392,437,267,308,40,212,1,1,0,0,430,363,36,0,9,30,319,27.63333
"São Paulo",1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,8,1,88888,1,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,522,0,262,260,267,114,11,130,0,0,0,482,40,0,0,0,24,16,319,32.625
"São Paulo",1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,6,1,2,0,0,1,6,1,21,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,0,0,0,0,769,0,379,390,370,173,31,190,0,5,0,0,380,351,38,0,5,26,319,29.57692
"São Paulo",1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,5,1,1,1,3,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,227,0,112,115,8,126,8,85,0,0,207,20,0,0,0,0,10,19,319,11.94737
"São Paulo",1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,6,1,2,1,8,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,1,1,1,4,1,2,0,0,1,5,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,533,0,265,268,116,234,22,158,1,2,0,502,31,0,0,0,7,16,319,33.3125
"São Paulo",1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3,1,9,1,6,0,0,1,3,1,21,0,0,0,1,0,1,1,0,1,3,1,4,1,2,1,5,0,0,1,4,1,2,1,1,0,0,1,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,915,0,462,453,255,381,31,246,1,1,0,0,411,452,52,0,5,30,319,30.5
"São Paulo",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,8,1,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,3,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,195,0,97,98,21,65,11,98,0,0,188,7,0,0,0,0,7,17,319,11.47059
"São Paulo",1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,9,1,2,0,0,1,2,0,0,1,7,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,4,1,1,0,0,1,2,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,586,0,277,309,219,194,19,152,2,0,0,527,59,0,0,0,27,18,319,32.55556
"São Paulo",1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,21,1,21,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,3,1,2,1,1,1,2,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,723,0,355,368,102,393,20,208,0,0,0,0,333,348,41,1,11,25,319,28.92
"São Paulo",1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9,1,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,222,0,97,125,10,87,15,110,0,0,210,12,0,0,0,0,5,18,319,12.33333
"São Paulo",1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,8,1,3,1,88888,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,4,1,1,0,0,0,0,1,4,1,1,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,541,0,263,278,109,226,23,178,4,1,0,497,44,0,0,0,6,16,319,33.8125
"São Paulo",1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,8,1,2,0,0,1,4,1,21,0,0,0,1,0,1,1,0,1,2,0,0,1,2,0,0,0,0,1,6,1,2,1,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,1,1,1,0,1,1,1,0,0,1,0,0,957,0,458,499,205,379,44,327,1,1,0,0,469,449,39,0,15,32,319,29.90625
"São Paulo",1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,10,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,186,0,96,90,15,118,13,40,0,0,171,15,0,0,0,0,24,15,319,12.4
"São Paulo",1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,9,1,88888,1,88888,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,1,4,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,459,0,218,241,172,146,25,111,4,1,0,415,44,0,0,0,12,16,319,28.6875
"São Paulo",0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,5,0,0,1,1,1,2,1,24,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,1,1,1,0,1,1,0,0,869,0,416,453,153,368,22,324,1,1,0,0,454,380,35,0,14,28,319,31.03571
"São Paulo",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,10,0,0,1,10,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,0,0,0,0,243,0,104,139,117,55,7,64,0,0,225,18,0,0,0,0,43,20,319,12.15
"São Paulo",1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,5,1,9,1,5,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,0,0,0,0,616,0,298,318,236,139,10,227,4,0,0,559,57,0,0,0,19,18,319,34.22222
"São Paulo",1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,4,1,1,0,0,1,4,1,22,0,0,0,1,0,1,1,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,1,1,1,1,1242,93,592,650,270,446,36,487,3,0,0,0,564,552,74,52,9,38,319,32.68421
"São Paulo",0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,10,1,9,1,9,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,1,1,0,0,0,0,0,0,219,0,102,117,92,61,7,58,1,0,196,23,0,0,0,0,3,18,319,12.16667
"São Paulo",1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,8,1,8,1,8,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,1,0,0,0,1,1,0,0,0,0,0,0,494,0,239,255,262,102,12,114,3,1,0,452,42,0,0,0,61,16,319,30.875
"São Paulo",0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,11,1,88888,1,9,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,5,1,4,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,195,0,93,102,86,44,6,57,2,0,181,14,0,0,0,0,26,15,319,13
"São Paulo",1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,8,1,8,1,9,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,543,0,261,282,252,144,8,137,2,0,1,490,52,0,0,0,19,17,319,31.94118
"São Paulo",1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,2,1,2,1,1,0,0,1,4,1,21,1,10,1,1,0,1,1,0,1,8,1,4,0,0,0,0,0,0,1,6,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1044,0,519,525,270,328,31,414,0,1,0,0,439,555,50,0,55,36,319,29
"São Paulo",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,5,1,2,0,0,1,3,0,0,1,21,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,630,0,284,346,94,321,36,177,0,2,0,0,294,316,20,0,7,21,319,30
"São Paulo",0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,2,0,0,1,1,0,0,1,1,1,21,0,0,0,1,1,1,1,1,1,6,1,4,0,0,0,0,0,0,1,4,1,2,1,1,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,851,0,419,432,230,348,31,240,1,1,0,0,445,380,26,0,2,27,319,31.51852
