"NO_MUNICIPIO","IN_SALA_DIRETORIA_1","IN_INTERNET_1","IN_REDES_SOCIAIS_1","IN_NOTURNO_1","IN_EJA_1","IN_SECRETARIA_1","IN_EQUIP_LOUSA_DIGITAL_1","IN_SALA_PROFESSOR_1","IN_AREA_VERDE_1","IN_REFEITORIO_1","IN_ORGAO_ASS_PAIS_1","IN_ORGAO_ASS_PAIS_MESTRES_1","IN_ORGAO_CONSELHO_ESCOLAR_1","IN_ORGAO_GREMIO_ESTUDANTIL_1","IN_BIBLIOTECA_1","IN_QUADRA_ESPORTES_1","ANO_LETIVO_1","Alunos_Turma_1","COMUNIDADE_1","ACESSIBILIDADE_1","Material_Ped_1","Equipamento_Inform_1","Lab_Inform_1","Atividades_complementares_1","Espacos_1","IN_BANHEIRO_CHUVEIRO_1","Equip_1","QT_SALAS_UTILIZADAS_1","QT_EQUIP_DVD_1","QT_EQUIP_SOM_1","QT_EQUIP_TV_1","QT_EQUIP_LOUSA_DIGITAL_1","QT_EQUIP_MULTIMIDIA_1","QT_DESKTOP_ALUNO_1","QT_COMP_PORTATIL_ALUNO_1","QT_PROF_ADMINISTRATIVOS_1","QT_PROF_SERVICOS_GERAIS_1","QT_PROF_BIBLIOTECARIO_1","QT_PROF_COORDENADOR_1","QT_PROF_NUTRICIONISTA_1","QT_PROF_ALIMENTACAO_1","QT_PROF_PEDAGOGIA_1","QT_PROF_SECRETARIO_1","QT_PROF_SEGURANCA_1","QT_PROF_MONITORES_1","QT_MAT_BAS_1","QT_MAT_EJA_1","QT_MAT_BAS_0_3_1","QT_MAT_BAS_4_5_1","QT_MAT_BAS_6_10_1","QT_MAT_BAS_11_14_1","QT_MAT_BAS_15_17_1","QT_MAT_BAS_18_MAIS_1","QT_DOC_BAS_1","QT_TUR_BAS_1","nEscolas","Homicidios","Furto"
"Santo Antônio do Pinhal",0.428571428571429,0.285714285714286,0,0.142857142857143,0.142857142857143,0.428571428571429,0.142857142857143,0.428571428571429,0.285714285714286,0.571428571428571,5.14285714285714,5.42857142857143,5.28571428571429,5.28571428571429,0.285714285714286,0.428571428571429,311.714285714286,17.4965986394558,0.285714285714286,0.142857142857143,1.42857142857143,0.571428571428571,0.285714285714286,0.285714285714286,2,0.142857142857143,4.14285714285714,56,14,7,19,1,4,67,2,1,7,0,3,2,8,3,1,0,1,1254,9,79,222,491,429,24,9,107,63,7,0,58
"Santo Expedito",1,1,1,0,0,1,0,1,0.5,1,0,0.5,1,0,0,0.5,333.5,15.959595959596,0,1,3.5,0,0,0,2.5,0.5,6,16,1,0,5,0,2,0,0,4,9,0,2,2,8,3,1,0,3,316,0,72,83,153,8,0,0,44,20,2,0,22
"Santópolis do Aguapeí",1,1,1,0,0,1,0,1,0.666666666666667,0.666666666666667,0.333333333333333,1,1,0,0,0.333333333333333,322.333333333333,16.6259259259259,1,0,4.66666666666667,0.666666666666667,0,0.666666666666667,3,0.333333333333333,6,26,4,15,9,0,2,1,0,2,8,0,2,1,2,1,2,0,5,513,0,130,97,271,15,0,0,52,30,3,0,34
"Santos",0.951807228915663,0.819277108433735,0.120481927710843,0.180722891566265,0.180722891566265,0.987951807228916,0.0240963855421687,0.939759036144578,0.0240963855421687,0.698795180722892,0.337349397590361,1.27710843373494,1.24096385542169,0.614457831325301,0.55421686746988,0.481927710843373,313.325301204819,22.1834627954463,0.265060240963855,0.204819277108434,5.90361445783132,0.783132530120482,0.590361445783133,0.253012048192771,3.14457831325301,0.36144578313253,5.65060240963855,817,229,545,310,2,33,814,227,105,393,66,106,30,300,134,56,3,0,28721,1306,3505,4108,13707,5539,1112,750,1437,1186,83,20,5648
"São Bento do Sapucaí",0.25,0.125,0.25,0,0,0.25,0.125,0.375,0,0.25,6.875,6.875,7,6.75,0,0.125,328.875,16.4104166666667,0.125,0,4,0.375,0.125,0.375,1.75,0,4.5,38,12,15,14,1,3,30,1,1,12,0,0,1,7,0,1,0,0,885,0,70,233,566,16,0,0,93,48,8,1,62
"São Bernardo do Campo",0.944444444444444,0.888888888888889,0.594444444444444,0.155555555555556,0.166666666666667,0.977777777777778,0.0166666666666667,0.805555555555556,0.2,0.944444444444444,0.416666666666667,1.31666666666667,1.25,0.438888888888889,0.8,0.533333333333333,314.811111111111,23.0855306908854,0.327777777777778,0.45,6.27777777777778,0.666666666666667,0.427777777777778,0.611111111111111,3.77222222222222,0.455555555555556,5.93333333333333,2128,359,993,431,3,174,2697,6387,205,907,94,129,4,564,116,141,99,49,78353,3427,13132,16706,42217,2774,618,2906,3254,3261,180,35,6591
"São Caetano do Sul",0.984126984126984,1,0.253968253968254,0.0476190476190476,0.0158730158730159,0.714285714285714,0.80952380952381,0.666666666666667,0.126984126984127,0.920634920634921,0.0158730158730159,0.984126984126984,0.238095238095238,0.0158730158730159,0.158730158730159,0.53968253968254,311.47619047619,22.5012375565167,0.19047619047619,0.746031746031746,6.01587301587302,0.650793650793651,0.301587301587302,0.507936507936508,2.88888888888889,0.174603174603175,5.47619047619048,726,63,333,103,285,66,360,3963,143,422,1,55,0,212,27,5,15,20,20256,303,2968,2583,6492,5116,2378,719,1099,834,63,5,1551
"São Carlos",0.913793103448276,1,0.655172413793103,0.0862068965517241,0.0862068965517241,0.344827586206897,0.189655172413793,0.896551724137931,0.362068965517241,0.96551724137931,0.0517241379310345,0.913793103448276,0.586206896551724,0,0.120689655172414,0.327586206896552,311,14.2593593558711,0.53448275862069,0.0172413793103448,5.58620689655172,0.672413793103448,0.0862068965517241,0.413793103448276,3.91379310344828,0.258620689655172,5.17241379310345,524,198,169,292,12,10,266,662,21,144,9,7,0,163,3,7,4,0,16123,659,4666,4505,5211,999,168,574,905,1030,58,18,3229
"São Francisco",1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,317,10.2727272727273,0,0,7,0,1,0,5,0,8,7,6,6,6,0,1,0,0,1,10,0,1,0,3,0,1,0,0,113,0,43,51,19,0,0,0,39,11,1,0,14
"São João da Boa Vista",0.617647058823529,0.647058823529412,0.323529411764706,0,0,0.794117647058823,0.0588235294117647,0.705882352941177,0.147058823529412,0.676470588235294,0.352941176470588,1.11764705882353,1.14705882352941,0.529411764705882,0.147058823529412,0.323529411764706,322.852941176471,19.1655875273612,0.205882352941176,0.205882352941176,4.20588235294118,0.529411764705882,0.323529411764706,0.411764705882353,2.94117647058824,0.382352941176471,5.85294117647059,318,143,99,147,2,12,154,15,30,84,0,7,3,76,19,1,12,9,6802,0,1636,1489,3460,216,1,0,593,339,34,1,686
"São João das Duas Pontes",1,1,0.5,0,0,1,0,0.5,0,1,0,0.5,1,0.5,0,0.5,316,13.1363636363636,0,0,5.5,0,0,0.5,2.5,0,6,16,2,9,5,0,3,0,0,4,24,2,2,0,0,1,1,0,0,289,0,51,79,151,8,0,0,8,22,2,0,9
"São João de Iracema",1,1,0,0,0,1,0,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,319.5,19.2625,0,0,4.5,1,1,0.5,2,1,5,18,5,1,12,0,1,25,14,3,5,0,1,1,5,0,1,0,0,235,0,67,46,118,3,1,0,13,13,2,0,13
"São João do Pau d'Alho",0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,1,0,0,0.5,324.5,20.0375,0,1,6,0.5,1,1,4,0.5,7,16,6,8,6,1,2,17,0,0,7,1,0,2,2,2,1,0,0,251,2,60,59,126,4,0,2,29,13,2,0,2
"São Joaquim da Barra",0.833333333333333,1,0.444444444444444,0.0555555555555556,0.0555555555555556,0.722222222222222,0.555555555555556,0.666666666666667,0,0.555555555555556,0,0.833333333333333,0.888888888888889,0.0555555555555556,0,0.111111111111111,307,18.181712962963,0.0555555555555556,0.944444444444444,5.27777777777778,0.444444444444444,0.333333333333333,0.222222222222222,3.05555555555556,0.333333333333333,4.44444444444444,117,16,47,19,49,55,171,2,44,26,0,3,0,32,0,9,2,0,2836,48,715,1037,1012,16,4,52,198,148,18,2,403
"São José da Bela Vista",0.4,0,0.2,0,0,0.2,0,0.2,0,0.6,0.2,1,0.2,0.2,0,0.2,318,16.57770609319,0,0,5.6,0.2,0.2,0.2,1.6,0.4,5.6,41,10,9,10,0,1,3,0,1,4,1,1,0,0,0,1,1,0,965,0,165,228,524,48,0,0,56,55,5,0,87
"São José do Barreiro",0.428571428571429,0.714285714285714,0,0,0,0.428571428571429,0.142857142857143,0.285714285714286,0,0.428571428571429,1.28571428571429,1.71428571428571,1.42857142857143,1.28571428571429,0,0.142857142857143,324,13.9710884353742,0,0,6.71428571428571,0.428571428571429,0.285714285714286,0.142857142857143,2.42857142857143,0,4.85714285714286,31,6,9,8,1,0,29,2,4,18,0,8,0,12,0,1,0,1,699,0,62,87,277,236,37,0,59,38,7,0,18
"São José do Rio Pardo",0.458333333333333,0.75,0.291666666666667,0.0833333333333333,0.0416666666666667,0.666666666666667,0,0.708333333333333,0,0.875,0.0416666666666667,0.666666666666667,0.708333333333333,0.125,0.0416666666666667,0.25,316.375,17.8440572771455,0.208333333333333,0.0833333333333333,4.45833333333333,0.375,0.25,0.5,3,0.125,4.08333333333333,162,29,36,36,0,16,104,6,8,42,3,0,0,63,1,26,0,0,3920,25,780,1019,1545,299,137,140,494,201,24,0,558
"São José do Rio Preto",0.844827586206897,0.53448275862069,0.0517241379310345,0.0172413793103448,0.0172413793103448,0.793103448275862,0.120689655172414,0.71551724137931,0.0344827586206897,0.508620689655172,4.82758620689655,5.0948275862069,5.06034482758621,4.81034482758621,0.517241379310345,0.25,318.448275862069,23.4825309049986,0.0603448275862069,0.0517241379310345,1.89655172413793,0.672413793103448,0.344827586206897,0.413793103448276,3.18965517241379,0.198275862068966,6.18103448275862,1171,644,633,806,14,40,1073,8,105,586,18,23,0,265,80,12,113,17,37029,472,6549,8347,19032,2475,258,368,1827,1504,116,24,6368
"São José dos Campos",0.858267716535433,0.992125984251969,0.15748031496063,0.078740157480315,0.0708661417322835,0.94488188976378,0.47244094488189,0.771653543307087,0.0708661417322835,0.740157480314961,0.251968503937008,1.11811023622047,1.18110236220472,0.574803149606299,0.015748031496063,0.385826771653543,308.488188976378,25.5928831990987,0.291338582677165,0.661417322834646,5.91338582677165,0.913385826771654,0.362204724409449,0.724409448818898,3.50393700787402,0.385826771653543,4.88188976377953,1587,176,974,244,263,289,1196,107,199,503,5,4,0,398,41,47,350,22,62686,1545,10950,12675,20632,15666,1145,1618,2003,2329,127,35,5126
"São Lourenço da Serra",0.461538461538462,0.615384615384615,0.153846153846154,0.0769230769230769,0.0769230769230769,0.307692307692308,0.0769230769230769,0.230769230769231,0.153846153846154,0.692307692307692,0.846153846153846,1.46153846153846,1.23076923076923,0.692307692307692,0.0769230769230769,0.153846153846154,329.846153846154,14.7858058608059,0.153846153846154,0.230769230769231,3.76923076923077,0.538461538461538,0.230769230769231,0.230769230769231,2.15384615384615,0.0769230769230769,5,70,22,26,25,1,3,75,1,11,51,0,5,2,28,3,5,4,0,1683,18,279,358,997,30,0,19,267,103,13,2,109
"São Luiz do Paraitinga",0.5,0.625,0.375,0,0,0.5,0.375,1,0,0.25,3.625,4,4,3.875,0,0.875,317.875,16.2071620475113,0.5,0,5.5,1,0.875,0.375,1.625,0.125,6,58,12,21,21,3,2,123,1,5,19,0,3,2,9,0,6,0,4,1486,0,78,244,586,510,65,3,134,88,8,0,89
"São Manuel",1,1,0.545454545454545,0.0909090909090909,0.0909090909090909,1,0,1,0,0.727272727272727,0,1,0.818181818181818,0,0,0.454545454545455,320,20.9051904794552,0.818181818181818,0.0909090909090909,5.09090909090909,0.909090909090909,0.727272727272727,0.454545454545455,3.09090909090909,0.181818181818182,6.54545454545455,142,27,22,35,0,5,133,0,16,59,6,2,1,33,14,8,3,33,3551,32,640,802,2031,46,0,32,178,168,11,4,235
"São Miguel Arcanjo",0.571428571428571,1,0,0,0,0.428571428571429,0.142857142857143,0.714285714285714,0,0.285714285714286,0,1,0.571428571428571,0,0,0.428571428571429,320,16.1938775510204,0,0.571428571428571,3.28571428571429,0.142857142857143,0.285714285714286,0.142857142857143,2.85714285714286,0,5.85714285714286,42,19,10,20,2,0,2,0,6,15,0,0,0,11,8,0,0,0,645,0,259,274,110,2,0,0,83,38,7,2,313
"São Paulo",0.980211081794195,0.99934036939314,0.360817941952507,0.134564643799472,0.128627968337731,0.991424802110818,0.00659630606860158,0.885883905013193,0.411609498680739,0.831134564643799,0.00197889182058048,0.997361477572559,0.996701846965699,0.0606860158311346,0.0211081794195251,0.524406332453826,318.940633245383,25.117165056134,0.156332453825858,0.627968337730871,2.92282321899736,0.66490765171504,0.504617414248021,0.519129287598945,3.52308707124011,0.317941952506596,5.93139841688654,15014,5665,6968,6811,12,3933,15090,5656,2257,3692,160,339,232,2734,2299,342,1059,131,740375,47326,51476,200849,228005,190019,31872,38154,34597,28138,1516,650,226566
"São Pedro",0.684210526315789,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0.842105263157895,0,0.684210526315789,0,0.736842105263158,9,9,9,9,0.157894736842105,0.315789473684211,317,19.3768430400009,0,0,0,0.368421052631579,0.368421052631579,0.368421052631579,1.94736842105263,0.315789473684211,4,207,16,67,45,0,0,72,0,0,193,0,1,0,0,0,20,0,0,5380,30,825,760,1921,1635,207,32,417,259,19,4,245
"São Pedro do Turvo",0.833333333333333,0.5,0.5,0,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0,0,0.166666666666667,317.666666666667,15.1190476190476,0.333333333333333,0.166666666666667,5.5,0.666666666666667,0.5,0.333333333333333,3.66666666666667,0,5.33333333333333,40,39,27,42,0,1,51,2,2,12,2,2,3,0,8,1,0,0,876,0,190,173,480,33,0,0,103,47,6,1,39
"São Roque",0.7,0.76,0.24,0.02,0.02,0.52,0.24,0.4,0.2,0.84,0.04,0.9,1,0.02,0,0.4,322.46,19.2809766781541,0.12,0.18,4.5,0.6,0.38,0.34,2.98,0.28,5.88,456,173,197,195,15,57,376,33,59,101,16,19,0,91,28,15,6,0,12221,203,1785,1856,4330,3551,611,88,975,578,50,4,656
"São Sebastião",0.666666666666667,0.625,0.5625,0.0416666666666667,0.0416666666666667,0.791666666666667,0.145833333333333,0.666666666666667,0.104166666666667,0.416666666666667,0.4375,1.27083333333333,1.25,0.583333333333333,0.0416666666666667,0.479166666666667,320.875,21.8079028472242,0.416666666666667,0.145833333333333,6.375,0.333333333333333,0.270833333333333,0.4375,3.16666666666667,0.270833333333333,4.97916666666667,411,73,119,94,10,32,199,15,91,152,5,33,1,109,19,39,5,21,14233,341,891,2421,5686,4617,357,261,889,612,48,12,961
"São Sebastião da Grama",1,1,0,0,0,1,0.6,1,0.8,0.6,0,1,1,0,0.4,0.8,318,18.5118131868132,0.6,1,6.2,1,1,0.6,4.2,0.2,6.8,43,9,7,12,16,4,71,0,0,22,1,1,0,10,0,6,1,1,926,0,118,219,548,41,0,0,72,50,5,0,58
"São Simão",0.5,0.4,0.1,0.1,0.1,0.7,0,0.6,0,0.8,0,0.7,0.4,0,0.1,0.4,321,15.5040476190476,0.1,0.1,3.9,0.1,0.2,0.1,1.8,0.1,5.2,67,15,17,19,0,2,12,0,0,22,0,1,0,5,5,2,0,0,1009,13,212,229,472,55,2,39,135,63,10,2,139
"São Vicente",0.692307692307692,0.480769230769231,0.0192307692307692,0.115384615384615,0.144230769230769,0.826923076923077,0.25,0.461538461538462,0,0.653846153846154,3.69230769230769,4.07692307692308,3.98076923076923,3.75961538461538,0.125,0.230769230769231,319.423076923077,22.7101733835016,0.115384615384615,0.163461538461538,3.375,0.288461538461538,0.298076923076923,0.423076923076923,2.46153846153846,0.125,3.61538461538462,1038,100,109,156,27,26,368,7,253,298,5,68,0,206,17,8,11,18,42647,4900,3999,6321,16934,9205,1712,4476,2050,1616,104,17,3446
"Sarapuí",0.833333333333333,1,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0,0,0,0.666666666666667,0,1,1,0,0,0.166666666666667,319,16.1723193473193,0,0,3.66666666666667,0.833333333333333,0.166666666666667,0,1.33333333333333,0,5.5,48,8,11,13,0,0,41,1,7,15,0,6,0,14,6,1,0,30,1229,15,232,282,661,39,0,15,87,69,6,3,87
"Sarutaiá",1,1,0,0.5,0,0,0,0.5,0,1,0,1,1,0,0,0,310,18.8192307692307,0,1,5.5,0.5,0,0.5,2.5,0.5,6.5,20,9,3,12,0,2,10,4,5,10,0,0,0,3,3,1,0,0,432,0,97,90,220,9,0,16,8,23,2,1,32
"Sebastianópolis do Sul",1,1,1,0,0,0.333333333333333,0.666666666666667,0.666666666666667,0,0.666666666666667,0,1,1,0,0,0.333333333333333,319,19.1666666666667,0.666666666666667,0,5,0.333333333333333,0.333333333333333,0.333333333333333,3,0,5.33333333333333,16,10,6,14,3,1,16,1,14,8,2,0,6,10,2,0,1,0,396,0,90,94,208,4,0,0,35,20,3,0,21
"Serra Azul",0.833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.166666666666667,1,0,0.666666666666667,1.5,2.33333333333333,2,1.5,0.333333333333333,0.5,325.5,16.5975529100529,0,0,3.16666666666667,0.5,0.5,0.166666666666667,2.66666666666667,0.166666666666667,5.5,50,12,15,13,2,6,46,0,4,13,0,0,2,10,0,3,0,0,1217,34,183,274,659,65,3,33,72,69,6,0,76
"Serra Negra",0.875,1,0.0625,0,0,0.25,0.25,0.4375,0,1,0,1,0.125,0,0.125,0.125,326,16.2715029761905,0.0625,1,5.5625,0.9375,0.9375,0.125,2.75,0.3125,5.6875,108,29,40,37,4,15,98,4,6,23,0,16,20,35,28,6,0,0,1590,0,750,560,280,0,0,0,197,96,16,1,249
"Serrana",1,0.944444444444444,0,0.0555555555555556,0.0555555555555556,0.944444444444444,0,1,0.833333333333333,0.888888888888889,0.0555555555555556,0.944444444444444,0.944444444444444,0,0.555555555555556,0.5,313.555555555556,23.3846505584324,0,0.666666666666667,5.77777777777778,0.166666666666667,0.222222222222222,0.0555555555555556,3.61111111111111,0.333333333333333,4.94444444444444,182,21,26,27,0,5,62,0,14,58,5,14,1,42,1,18,11,33,6517,252,1190,1044,2844,1062,206,171,231,260,18,2,380
"Sertãozinho",0.75,1,0.568181818181818,0.0681818181818182,0.0681818181818182,0.909090909090909,0,0.795454545454545,0.454545454545455,0.613636363636364,0.431818181818182,1.34090909090909,1.11363636363636,0.477272727272727,0.0681818181818182,0.363636363636364,316.090909090909,21.5679437764279,0.204545454545455,0.545454545454545,5.09090909090909,0.477272727272727,0.431818181818182,0.590909090909091,3.65909090909091,0.431818181818182,5.59090909090909,476,214,141,240,0,44,344,15,60,107,15,12,22,86,38,9,18,26,15684,115,2282,2890,7057,3082,241,132,601,678,44,5,945
"Sete Barras",0.466666666666667,0.466666666666667,0.133333333333333,0,0,0.266666666666667,0,0.4,0.133333333333333,0.266666666666667,3,3.4,3.2,3,0.0666666666666667,0.333333333333333,318.266666666667,17.7320227920228,0.133333333333333,0.0666666666666667,2.8,0.2,0.133333333333333,0.2,2,0.2,3.33333333333333,76,11,25,13,0,4,22,3,2,8,1,0,0,2,5,2,0,0,1827,0,209,372,1027,202,17,0,212,96,15,1,156
"Severínia",0.846153846153846,0.846153846153846,0.153846153846154,0.153846153846154,0.153846153846154,0.692307692307692,0.153846153846154,0.692307692307692,0,0.692307692307692,0,0.846153846153846,0.769230769230769,0.384615384615385,0.0769230769230769,0.384615384615385,324,18.858024869867,0.0769230769230769,0.923076923076923,3.07692307692308,0.307692307692308,0.307692307692308,0.461538461538462,2.92307692307692,0.230769230769231,5.92307692307692,104,13,34,20,2,1,66,0,10,41,4,18,11,3,14,5,1,0,2630,103,322,380,993,762,68,105,179,128,13,0,35
"Silveiras",0.666666666666667,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0,1,0.666666666666667,0.666666666666667,0,1,1,0,0.666666666666667,0.666666666666667,317,15.2777777777778,0.333333333333333,0.333333333333333,5.33333333333333,0.333333333333333,0,0,2.33333333333333,0.333333333333333,4.66666666666667,33,3,5,4,0,1,2,0,3,47,0,3,1,5,3,3,0,0,804,0,56,137,405,142,51,13,44,49,3,0,32
"Socorro",0.555555555555556,0.962962962962963,0.481481481481481,0.037037037037037,0.037037037037037,0.407407407407407,0.0740740740740741,0.740740740740741,0.407407407407407,0.703703703703704,0.333333333333333,1.25925925925926,1.2962962962963,0.333333333333333,0.111111111111111,0.444444444444444,333.074074074074,17.3711930045263,0.333333333333333,0.444444444444444,6.55555555555556,0.518518518518518,0.185185185185185,0.296296296296296,2.81481481481481,0.111111111111111,4.77777777777778,133,32,100,38,9,16,126,1,31,86,0,1,53,44,64,6,0,0,3015,30,705,681,1540,59,0,30,383,159,27,1,232
"Sorocaba",0.962025316455696,0.715189873417722,0.0632911392405063,0.0759493670886076,0.0759493670886076,0.588607594936709,0.518987341772152,0.613924050632911,0.0506329113924051,0.69620253164557,1.42405063291139,2.13924050632911,2.15822784810127,1.39873417721519,0.069620253164557,0.322784810126582,329.924050632911,23.6959464467345,0.164556962025316,0.189873417721519,4.72784810126582,0.474683544303797,0.189873417721519,0.411392405063291,3.35443037974684,0.468354430379747,5.48101265822785,1551,332,682,413,337,189,369,104,153,342,27,41,2,245,123,44,1,3,56893,331,10968,13459,28767,3316,55,328,2772,2280,158,47,6888
"Sud Mennucci",1,0.666666666666667,0.333333333333333,0,0,1,0,0.666666666666667,0,1,3,3.66666666666667,3.5,3.16666666666667,0.166666666666667,0.5,318.833333333333,17.3193001443001,0.5,0.333333333333333,3.33333333333333,0.666666666666667,0.5,1,2.83333333333333,0.333333333333333,5.83333333333333,78,15,13,20,0,2,65,0,4,18,2,5,3,3,2,4,0,1,1209,0,148,215,478,358,10,0,95,67,6,0,55
"Sumaré",0.918918918918919,1,0.513513513513513,0.135135135135135,0.108108108108108,0.945945945945946,0.108108108108108,0.72972972972973,0,0.675675675675676,0.0540540540540541,1,1,0.0810810810810811,0.135135135135135,0.27027027027027,310.189189189189,26.3400288515491,0.324324324324324,0,5.91891891891892,0.72972972972973,0.432432432432432,0.405405405405405,2.94594594594595,0.189189189189189,5.94594594594595,454,105,119,122,10,15,624,5,57,180,14,39,3,68,27,25,0,31,22123,327,928,6481,11240,2225,701,548,597,807,37,19,2140
"Suzanápolis",1,1,0,0.333333333333333,0.333333333333333,1,0,1,0,0.666666666666667,0,1,0.333333333333333,0.333333333333333,0,0.666666666666667,327.333333333333,13,0,0,5.66666666666667,0.333333333333333,0.666666666666667,0.666666666666667,4,0.333333333333333,5.66666666666667,25,2,8,5,0,0,5,0,2,10,1,1,0,1,1,2,0,0,456,26,94,85,237,14,0,26,26,33,3,0,18
"Suzano",0.671232876712329,0.794520547945205,0.246575342465753,0.0958904109589041,0.0958904109589041,0.958904109589041,0,0.73972602739726,0.0547945205479452,0.958904109589041,1.36986301369863,2.17808219178082,2.19178082191781,1.35616438356164,0.150684931506849,0.410958904109589,318.13698630137,20.9049857840422,0.191780821917808,0.287671232876712,4.0958904109589,0.273972602739726,0.150684931506849,0.328767123287671,3.84931506849315,0.136986301369863,4.38356164383562,615,200,184,248,0,7,160,14,104,150,6,11,0,168,34,41,63,25,22795,349,3080,7366,11677,320,7,345,1196,1010,73,21,2390
"Tabapuã",1,1,0.333333333333333,0,0,1,0.166666666666667,1,0,0.833333333333333,0,1,0.5,0,0,0.166666666666667,319.5,20.8341691804927,0.333333333333333,0.333333333333333,7.16666666666667,0.166666666666667,0.333333333333333,0.833333333333333,3.5,0.333333333333333,6,56,24,22,30,2,2,26,0,5,26,1,4,0,0,3,6,0,1,1661,0,241,293,668,426,32,1,88,77,6,2,47
"Tabatinga",1,1,0.5,0.125,0.125,0.625,0,1,0,0.625,0,0.375,0.25,0.375,0,0.5,318,19.2662286988374,0.125,0.75,3.625,0.625,0.375,0.375,3,0.75,6.375,61,27,26,42,0,4,52,1,10,21,0,9,0,9,15,7,1,3,1745,57,305,353,747,259,35,46,92,83,8,1,116
"Taboão da Serra",0.711864406779661,0.389830508474576,0.186440677966102,0.0508474576271186,0.0508474576271186,0.864406779661017,0.0847457627118644,0.796610169491525,0.0169491525423729,0.76271186440678,1.54237288135593,2.27118644067797,2.20338983050847,1.52542372881356,0,0.23728813559322,314.084745762712,26.7458325566545,0.203389830508475,0.0338983050847458,4.88135593220339,0.627118644067797,0.389830508474576,0.457627118644068,2.4406779661017,0.169491525423729,5.15254237288136,525,88,137,118,5,35,529,116,48,161,3,23,1,99,30,7,0,6,26866,795,3483,6380,15838,350,264,551,951,944,59,12,1756
"Taciba",1,1,0,0.25,0.25,0.75,0,0.75,1,0.5,0,1,1,0,0,0.25,319,16.5436507936508,0,1,4.75,0.25,0.25,0.5,3.5,0.25,6,32,8,12,17,0,2,10,0,14,17,0,4,4,11,3,0,1,1,818,26,181,162,422,27,2,24,94,47,4,0,54
"Taguaí",1,1,0.875,0,0,0.375,0,0.5,0,0.5,0,0.875,0.375,0,0,0.125,314,18.4326636904762,0.625,0.875,5.25,0.375,0.375,0.125,2,0.125,4.625,82,11,22,16,0,8,9,46,1,30,0,0,8,3,18,0,0,0,1618,0,375,343,864,36,0,0,92,86,8,0,85
"Taiaçu",0.75,0.75,0.25,0.25,0.25,0.75,0.25,0.75,0,0.75,0,0.5,0.5,0,0,0,317,21.3245614035088,0.25,0.5,6.75,0.25,0.5,0.75,2.75,0,4.25,24,6,15,9,1,2,19,0,1,18,2,47,0,4,4,3,0,0,666,40,139,145,327,15,0,40,102,32,4,0,62
"Taiúva",1,1,0.666666666666667,0.333333333333333,0.333333333333333,1,1,0.666666666666667,0,0.333333333333333,0,0.333333333333333,1,0,0,0.666666666666667,319.666666666667,14.8418803418803,0.333333333333333,0.666666666666667,4,0.666666666666667,1,1,2,0.333333333333333,6,28,6,23,9,21,8,0,56,0,8,1,6,0,2,1,3,0,0,592,44,130,117,295,6,1,43,36,36,3,0,66
"Tambaú",0.846153846153846,0.153846153846154,0,0.0769230769230769,0.0769230769230769,0.692307692307692,0,0.692307692307692,0,0.384615384615385,2.76923076923077,3.46153846153846,2.84615384615385,2.76923076923077,0.153846153846154,0.153846153846154,319.384615384615,19.9940781440781,0,0.307692307692308,2.61538461538462,0.384615384615385,0.384615384615385,0.307692307692308,3,0.230769230769231,5.30769230769231,83,60,45,60,0,3,102,0,2,7,0,0,0,7,0,4,0,10,2065,50,434,409,1104,68,10,40,248,101,13,3,188
"Tanabi",1,0.909090909090909,0.363636363636364,0.0909090909090909,0.0909090909090909,0.636363636363636,0,0.818181818181818,0,0.727272727272727,0,0.909090909090909,0.818181818181818,0.181818181818182,0.0909090909090909,0.454545454545455,317.181818181818,18.4238064965338,0.454545454545455,0.0909090909090909,4.09090909090909,0.545454545454545,0.545454545454545,0.272727272727273,3.36363636363636,0.0909090909090909,5.45454545454545,111,15,40,32,0,4,75,0,5,47,1,2,0,21,2,4,1,11,2521,15,440,561,1290,208,7,15,187,135,11,2,259
"Tapiraí",0.666666666666667,1,0.666666666666667,0,0,1,0.166666666666667,0.666666666666667,0,0.5,0,1,1,0,0,0.333333333333333,333.666666666667,19.9253968253968,0.166666666666667,0.333333333333333,4.16666666666667,0.333333333333333,0.333333333333333,0.666666666666667,4.33333333333333,0.333333333333333,4.16666666666667,39,10,24,22,6,2,34,0,11,17,0,4,6,12,1,0,2,0,1021,0,175,232,568,45,1,0,168,48,6,2,75
